     x     y   status
 0.858 0.949    dividing
 0.273 0.427	dividing
 0.356 0.427	dividing
 0.494 0.409	dividing
 0.561 0.500	dividing
 0.939 0.992    dividing
 0.460 0.036    dividing
 0.077 0.045	pyknotic
 0.324 0.008	pyknotic
 0.332 0.018	pyknotic
 0.354 0.008	pyknotic
 0.366 0.008    pyknotic
 0.534 0.057	pyknotic
 0.561 0.045	pyknotic
 0.648 0.059	pyknotic
 0.739 0.020	pyknotic
 0.943 0.047    pyknotic
 0.012 0.170	pyknotic
 0.326 0.134	pyknotic
 0.344 0.154	pyknotic
 0.715 0.178	pyknotic
 0.852 0.138    pyknotic
 0.887 0.162	pyknotic
 0.905 0.107	pyknotic
 0.136 0.237	pyknotic
 0.156 0.235	pyknotic
 0.273 0.277    pyknotic
 0.312 0.253	pyknotic
 0.504 0.257	pyknotic
 0.682 0.275	pyknotic
 0.779 0.241	pyknotic
 0.923 0.257    pyknotic
 0.040 0.322	pyknotic
 0.073 0.372	pyknotic
 0.308 0.391	pyknotic
 0.338 0.362	pyknotic
 0.514 0.316    pyknotic
 0.652 0.310	pyknotic
 0.664 0.310	pyknotic
 0.763 0.322	pyknotic
 0.779 0.340	pyknotic
 0.834 0.352    pyknotic
 0.259 0.407	pyknotic
 0.514 0.431	pyknotic
 0.670 0.443	pyknotic
 0.709 0.470	pyknotic
 0.802 0.472    pyknotic
 0.899 0.455	pyknotic
 0.138 0.522	pyknotic
 0.202 0.575	pyknotic
 0.265 0.516	pyknotic
 0.308 0.545    pyknotic
 0.352 0.601	pyknotic
 0.451 0.545	pyknotic
 0.518 0.549	pyknotic
 0.585 0.561	pyknotic
 0.680 0.557    pyknotic
 0.729 0.573	pyknotic
 0.729 0.545	pyknotic
 0.109 0.656	pyknotic
 0.130 0.640	pyknotic
 0.630 0.686    pyknotic
 0.638 0.646	pyknotic
 0.638 0.636	pyknotic
 0.725 0.664	pyknotic
 0.889 0.609	pyknotic
 0.073 0.791    pyknotic
 0.245 0.743	pyknotic
 0.458 0.787	pyknotic
 0.484 0.751	pyknotic
 0.696 0.747	pyknotic
 0.747 0.713    pyknotic
 0.909 0.745	pyknotic
 0.945 0.771	pyknotic
 0.132 0.838	pyknotic
 0.277 0.818	pyknotic
 0.350 0.814    pyknotic
 0.385 0.881	pyknotic
 0.739 0.808	pyknotic
 0.765 0.893	pyknotic
 0.909 0.804	pyknotic
 0.970 0.877    pyknotic
 0.364 0.980	pyknotic
 0.980 0.913    pyknotic
